epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
159,317.406,1.39455,1.30614,1.44009,0.60802,0.59928,0.60057,0.36452,1.41628,1.3884,1.4744,0.00114959,0.00114959,0.00114959
160,319.329,1.43691,1.33664,1.46697,0.59853,0.66971,0.6881,0.43169,1.34755,1.24931,1.44231,0.00114783,0.00114783,0.00114783
161,321.426,1.39985,1.30443,1.43165,0.67552,0.57189,0.65242,0.3872,1.39645,1.3372,1.46269,0.00114606,0.00114606,0.00114606
162,323.339,1.39845,1.28796,1.42282,0.67579,0.62824,0.67237,0.39638,1.42346,1.27239,1.50114,0.00114429,0.00114429,0.00114429
163,325.25,1.43968,1.35374,1.46744,0.65303,0.67711,0.70899,0.42902,1.37614,1.19865,1.43587,0.00114252,0.00114252,0.00114252
164,327.163,1.39369,1.28613,1.42756,0.71889,0.64985,0.73614,0.46771,1.31474,1.1058,1.41638,0.00114075,0.00114075,0.00114075
165,329.093,1.40629,1.30501,1.44832,0.67264,0.62923,0.68873,0.42032,1.3637,1.21999,1.4516,0.00113898,0.00113898,0.00113898
166,331.229,1.41261,1.29983,1.44223,0.708,0.66002,0.73587,0.45442,1.33895,1.11936,1.43012,0.00113722,0.00113722,0.00113722
167,333.166,1.3898,1.27733,1.42513,0.69476,0.72028,0.7534,0.46317,1.32454,1.09471,1.41012,0.00113545,0.00113545,0.00113545
168,335.103,1.36813,1.2614,1.41782,0.71399,0.61548,0.69983,0.43833,1.31067,1.17795,1.40697,0.00113368,0.00113368,0.00113368
169,337.039,1.39515,1.29525,1.4358,0.67983,0.66548,0.72726,0.46504,1.29282,1.13772,1.39491,0.00113191,0.00113191,0.00113191
170,338.965,1.38405,1.27752,1.41463,0.70521,0.68079,0.72399,0.4412,1.31949,1.17558,1.41311,0.00113014,0.00113014,0.00113014
171,341.036,1.39,1.28669,1.41957,0.62702,0.56221,0.62857,0.372,1.44744,1.41027,1.52921,0.00112837,0.00112837,0.00112837
172,342.952,1.39206,1.27256,1.41259,0.66756,0.58053,0.65463,0.39787,1.43344,1.31691,1.467,0.00112661,0.00112661,0.00112661
173,344.872,1.35364,1.23992,1.40893,0.61416,0.59789,0.62868,0.38454,1.37231,1.29845,1.42951,0.00112484,0.00112484,0.00112484
174,346.783,1.35418,1.26945,1.3972,0.69305,0.6843,0.71914,0.44237,1.35221,1.14468,1.42146,0.00112307,0.00112307,0.00112307
175,348.698,1.36122,1.22576,1.39982,0.6105,0.61395,0.62925,0.36175,1.48555,1.37597,1.54763,0.0011213,0.0011213,0.0011213
176,350.773,1.34961,1.21761,1.39747,0.72233,0.68763,0.7633,0.47444,1.32442,1.0802,1.40743,0.00111953,0.00111953,0.00111953
177,352.69,1.31953,1.20991,1.38574,0.70108,0.69276,0.74232,0.46601,1.30883,1.08258,1.41118,0.00111776,0.00111776,0.00111776
178,354.59,1.36323,1.24632,1.4062,0.71932,0.68535,0.76474,0.47585,1.3038,1.04993,1.39628,0.001116,0.001116,0.001116
179,356.506,1.35504,1.23089,1.40504,0.72197,0.67066,0.73671,0.44843,1.32929,1.13043,1.40031,0.00111423,0.00111423,0.00111423
180,358.416,1.35902,1.21936,1.39784,0.67072,0.69934,0.73764,0.44585,1.32196,1.1238,1.39852,0.00111246,0.00111246,0.00111246
181,360.331,1.35401,1.23419,1.39258,0.65717,0.58131,0.6419,0.36734,1.48388,1.35054,1.54422,0.00111069,0.00111069,0.00111069
182,362.396,1.341,1.21288,1.39655,0.70298,0.70065,0.7421,0.45823,1.33023,1.15169,1.40655,0.00110892,0.00110892,0.00110892
